url;Категория;Бренд;Артикул;Наименование;Описание;Состав;Изображение 1;Изображение 2;Изображение 3;Изображение 4;Изображение 5;Изображение 6;Изображение 7;Тип;Бренд;Серии;Страна-изготовитель;Упаковка;Вид набора;Область использования;Применение;Пол;Единиц в одном товаре;Вес товара, г;Объем, мл;Особенности состава;Вес, г;Эффект;Тип волос;Изображение 8;Изображение 9;Изображение 10;Солнцезащитная косметика;Форма выпуска;Тип кожи;Бьюти-ингредиент;Целевая аудитория;Возрастной диапазон;Эффект от использования уходовой косметики;Уровень pH;Бьюти-ингредиент;SPF;Изображение 11;Изображение 12;Изображение 13;Вид маски;Изображение 14;Изображение 15;Возраст ребенка;Изображение 16;варианты;Цвет;Материал;Основной материал;Способ применения;Комплектация;Гарантийный срок;Питание;Режимы;Результат применения аппарата;Изображение 17;Изображение 18;Плотность пасты;О товаре;Номинал;Праздник
https://www.ozon.ru/product/pasta-dlya-depilyatsii-saharnaya-nabor-dlya-shugaringa-6-v-1-907502252;Красота и здоровье|Уход за телом|Депиляция и эпиляция|Паста для шугаринга|Mama Di;Mama Di;907502252;Паста для депиляции сахарная набор для шугаринга 6 в 1;"<div><!----> <div class=""lp9""><div class=""pl8"" style=""max-height: 700px;""><div><div class=""ra-a""><div class=""ra-b2""><div class=""ra-b9""><div class=""ra-g2 ra-g6 ra-h1 ra-c1""><div style=""padding-top: 100%; display: block;""><img loading=""lazy"" fetchpriority=""low"" src=""https://ir.ozone.ru/s3/multimedia-3/6632727627.jpg"" class=""ra-h z7-a""></div></div><div class=""ra-c0""><div class=""ra-a4 ra-b""><span class=""ra-a5 ra-i7 ra-j3 ra-j4 ra-j9""><span>Набор для шугаринга 6 в 1&nbsp;</span></span><span class=""ra-i7 ra-j1 ra-j4 ra-j8""><span>Набор для депиляции и шугаринга в домашних условиях 6 в 1 включает все самые необходимые косметические средства для гладкости Вашей кожи и удаления нежелательных волос на теле: зона бикини и зона подмышек, ноги, руки и лицо. </span><br><span>Органическая косметика состоит из натуральных компонентов и имеет высокое проверенное качество. Паста для шугаринга мягкая и весь шугаринг набор подходят как для использования дома даже новичками в этом деле, так и для профессионального использования мастерами в салонах красоты. </span><br><span></span></span></div></div></div></div></div><div class=""ra-a""><div class=""ra-b2""><div class=""ra-b9 ra-c""><div class=""ra-g2 ra-g6 ra-h1 ra-c1""><div style=""padding-top: 100%; display: block;""><img loading=""lazy"" fetchpriority=""low"" src=""https://ir.ozone.ru/s3/multimedia-0/6632727624.jpg"" class=""ra-h z7-a""></div></div><div class=""ra-c0""><div class=""ra-a4 ra-b""><span class=""ra-a5 ra-i7 ra-j3 ra-j4 ra-j9""><span>Большого объёма средств хватит на несколько процедур</span></span><span class=""ra-i7 ra-j1 ra-j4 ra-j8""><span>Состав набора 6 в 1 </span><br><span></span><br><span>- сахарная паста для шугаринга и депиляции мягкая  330 гр (натуральный состав : вода , сахароза, фруктоза) </span><br><span>- тоник для эпиляции 50 мл</span><br><span>- тальк для депиляции и шугаринга 50 мл</span><br><span>- увлажняющий крем лосьон с Д-пантенолом для тела успокаивающий кожу после процедуры шугаринг  50 мл </span><br><span>- бандажные полоски для шугаринга</span><br><span>- деревянные шпателя для нанесения пасты</span></span></div></div></div></div></div><div class=""ra-a ra-a4 ra-b ra-a""><span class=""ra-a5 ra-a6 ra-i7 ra-j3 ra-j4 ra-j9""><span>Способ применения</span></span><span class=""ra-i7 ra-i8 ra-j4 ra-j8""><span></span></span></div><div class=""ra-a""><div class=""ra-b2 ra-c2""><div class=""ra-c4 ra-c6""><div class=""ra-g2 ra-g6 ra-h1 ra-g3 ra-b7""><div style=""padding-top: 100%; display: block;""><img loading=""lazy"" fetchpriority=""low"" src=""https://ir.ozone.ru/s3/multimedia-g/6632727676.jpg"" class=""ra-h z7-a""></div></div><div class=""ra-a4 ra-b""><span class=""ra-i7 ra-j1 ra-j4 ra-j8""><span>- Нанесите тоник для шугаринга для очищения и обезжиривания кожи </span><br><span>- Нанесите на сухую кожу тальк для шугаринга и депиляции для лучшего сцепления</span></span></div></div><div class=""ra-c4 ra-c6""><div class=""ra-g2 ra-g6 ra-h1 ra-g3 ra-b7""><div style=""padding-top: 100%; display: block;""><img loading=""lazy"" fetchpriority=""low"" src=""https://ir.ozone.ru/s3/multimedia-z/6632727623.jpg"" class=""ra-h z7-a""></div></div><div class=""ra-a4 ra-b""><span class=""ra-i7 ra-j1 ra-j4 ra-j8""><span>- Предварительно разогретую сахарную пасту при помощи шпателя нанесите против роста волос </span></span></div></div><div class=""ra-c4 ra-c6""><div class=""ra-g2 ra-g6 ra-h1 ra-g3 ra-b7""><div style=""padding-top: 100%; display: block;""><img loading=""lazy"" fetchpriority=""low"" src=""https://ir.ozone.ru/s3/multimedia-u/6599752014.jpg"" class=""ra-h z7-a""></div></div><div class=""ra-a4 ra-b""><span class=""ra-i7 ra-j1 ra-j4 ra-j8""><span>- Резким движением удалите бандажную полоску
</span><br><span>- После процедуры шугаринг нанесите на кожу успокаивающий крем после депиляции</span></span></div></div></div></div><div class=""ra-a""><div class=""ra-b2""><div class=""ra-b9""><div class=""ra-g2 ra-g6 ra-h1 ra-c1""><div style=""padding-top: 100%; display: block;""><img loading=""lazy"" fetchpriority=""low"" src=""https://ir.ozone.ru/s3/multimedia-x/6632727621.jpg"" class=""ra-h z7-a""></div></div><div class=""ra-c0""><div class=""ra-a4 ra-b""><span class=""ra-a5 ra-i7 ra-j3 ra-j4 ra-j9""><span>Идеальный вариант подарка!</span></span><span class=""ra-i7 ra-j1 ra-j4 ra-j8""><span>Подарочный набор косметики - это прекрасный подарок подруге, сестре, маме, любимой девушке, женщине на Новый год, на день рождения, на 8 марта, на любой праздник. Эко-шугаринг позволит сделать кожу гладкой и продлить эффект до 3-4х недель, а также замедлить рост волос и сделать их более тонкими и незаметными. Большого объема косметических средств хватит на несколько процедур. Наша продукция имеет сертификаты качества и производится на крупнейшем российском производстве с 10-летним опытом в области профессиональных косметических средств для депиляции. Ваша красота только с Mama Di</span></span></div></div></div></div></div></div></div> <div class=""p8l""></div> <div class=""x5-a""><button tabindex=""0"" type=""button"" class=""x5-a1""><span class=""x5-a3 x5-b7""><span class=""x5-e4"">Показать полностью</span></span></button></div></div> <!----></div>";<p>вода, сахароза, фруктоза, тальк</p><h3>Способ применения</h3><p>На предварительно очищенную кожу нанести сахарную пасту против роста волос. Удалить волосы по росту резкими движениями. После депиляции нанесите специальное средство, успокаивающее кожу.</p>;https://ir.ozone.ru/s3/video-14/01GYKZ9SP1Z7Q3D1BQY490QE7H/cover/wc1000/cover.jpg;https://ir.ozone.ru/s3/multimedia-h/wc1000/6599907845.jpg;https://ir.ozone.ru/s3/multimedia-m/wc1000/6599907886.jpg;https://ir.ozone.ru/s3/multimedia-l/wc1000/6599908029.jpg;https://ir.ozone.ru/s3/multimedia-q/wc1000/6599907890.jpg;https://ir.ozone.ru/s3/multimedia-z/wc1000/6599908007.jpg;https://ir.ozone.ru/s3/multimedia-k/wc1000/6599907920.jpg;Воск для депиляции, Сахарная паста, Тальк для депиляции, Восковые полоски;;Для начинающих;Россия;Коробка;;Зона бикини, Лицо, Ноги, Подмышки, Руки, Тело;;;1;;;Натуральные экстракты, Не тестируется на животных, Гипоаллергенная;500;;;https://ir.ozone.ru/s3/multimedia-h/wc1000/6599752073.jpg;https://ir.ozone.ru/s3/multimedia-f/wc1000/6599908023.jpg;https://ir.ozone.ru/s3/multimedia-v/wc1000/6600059311.jpg;;;;;;;;;;;https://ir.ozone.ru/s3/multimedia-l/wc1000/6600059301.jpg;https://ir.ozone.ru/s3/multimedia-q/wc1000/6599907926.jpg;https://ir.ozone.ru/s3/multimedia-b/wc1000/6599907839.jpg;;https://ir.ozone.ru/s3/multimedia-1/wc1000/6585483565.jpg;https://ir.ozone.ru/s3/multimedia-0/wc1000/6599907972.jpg;;https://ir.ozone.ru/s3/multimedia-s/wc1000/6607515628.jpg;;;;;;;;;;;;;Средняя плотность;;;
https://www.ozon.ru/product/voskovye-poloski-dlya-depilyatsii-floresan-deep-depil-normalnoy-kozhi-s-aloe-vera-20-polosok-280907057;Красота и здоровье|Уход за лицом|Восковые полоски|Floresan;Floresan;280907057;Восковые полоски для депиляции Floresan Deep depil, нормальной кожи с Алоэ вера, 20 полосок;"<div><!----> <div class=""""><div class=""pl8"" style=""""><div class=""ra-a1"">Восковые полоски с Алоэ вера идеально подходят для быстрого и эффективного удаления нежелательных волосков. Они просты в использовании и сделают Вашу кожу гладкой и шелковистой надолго. Благодаря воску Стрейч-эластик, который идеально повторяет форму тела и учитывает все детали рельефа кожи, стало возможным удалять волосы разной длины, включая самые короткие. Специальная ткань лишена эластичности, что дает возможность делать короткое резкое движение при отрыве полоски,&nbsp; предотвращая болезненные ощущения. Входящий в состав воска экстракт алоэ вера способствует увлажнению и восстановлению кожи после депиляции.</div></div> <!----> <!----></div> <!----></div>";"<p>Glyceryl Rosinate, Triethylene Glycol Rosinate, Paraffinum Liquidum, Hydrogenated Microcrystalline Wax, Aloe Barbadensis Extract (экстракт алоэ), Beta-Carotene(бета-каротин), Tocopheryl Acetate (витамин Е), CI 61565, CI 60725.</p><h3>Способ применения</h3><p>1. Для лучшего прилегания воска, перед процедурой удаления волос необходимо обезжирить предполагаемый участок депиляции. Для этого протрите зону депиляции любым спиртосодержащим лосьоном.

2. Возьмите лист со склеенными между собой полосками. Расположите его между ладонями, нагрейте полоски в течение 25-30 сек.

3. Разъедините склеенные между собой полоски и наклейте их на кожу, разглаживая по направлению роста волос.

4. Одним резким движением удалите полоску против направления роста волос.

5. После полного удаления волос на всей области депиляции, удалите остатки воска с помощью косметического масла (ф 127f) и нанесите крем-гель после депиляции, который  успокаивает, увлажняет кожу и способствует замедлению роста волос.

Внимание: Остатки воска удаляйте с помощью косметического масла. Не используйте водорастворимые  и спиртосодержащие средства!</p>";https://ir.ozone.ru/graphics/new_no_photo.png;https://ir.ozone.ru/graphics/new_no_photo.png;https://ir.ozone.ru/graphics/new_no_photo.png;https://ir.ozone.ru/graphics/new_no_photo.png;;;;Восковые полоски;;Deep depil;Россия;Коробка;;Лицо;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.ozon.ru/product/floresan-deep-depil-voskovye-poloski-dlya-depilyatsii-litsa-s-aloe-vera-20-sht-280907683;Красота и здоровье|Уход за лицом|Восковые полоски|Floresan;Floresan;280907683;Floresan Deep depil Восковые полоски, для депиляции лица, с алое вера, 20 шт;"<div><!----> <div class=""""><div class=""pl8"" style=""""><div class=""ra-a1"">Восковые полоски с Алоэ вера идеально подходят для быстрого и эффективного удаления нежелательных волосков на лице. Они просты в использовании и сделают Вашу кожу гладкой и шелковистой надолго. Благодаря воску Стрейч-эластик, который идеально повторяет форму тела и учитывает все детали рельефа кожи, стало возможным удалять волосы разной длины, включая самые короткие. Специальная ткань лишена эластичности, что дает возможность делать короткое резкое движение при отрыве полоски,&nbsp; предотвращая болезненные ощущения. Входящий в состав воска экстракт алоэ вера способствует увлажнению и восстановлению кожи после депиляции.</div></div> <!----> <!----></div> <!----></div>";"<p>Glyceryl Rosinate, Triethylene Glycol Rosinate, Paraffinum Liquidum, Hydrogenated Microcrystalline Wax, Aloe Barbadensis Extract (экстракт алоэ), Beta-Carotene(бета-каротин), Tocopheryl Acetate (витамин Е), CI 61565, CI 60725.</p><h3>Способ применения</h3><p>1. Для лучшего прилегания воска, перед процедурой удаления волос необходимо обезжирить предполагаемый участок депиляции. Для этого протрите зону депиляции любым спиртосодержащим лосьоном.

2. Возьмите лист со склеенными между собой полосками. Расположите его между ладонями, нагрейте полоски в течение 25-30 сек.

3. Разъедините склеенные между собой полоски и наклейте их на кожу, разглаживая по направлению роста волос.

4. Одним резким движением удалите полоску против направления роста волос.

5. После полного удаления волос на всей области депиляции, удалите остатки воска с помощью косметического масла (ф 127f) и нанесите крем-гель после депиляции, который  успокаивает, увлажняет кожу, и способствует замедлению роста волос.

Внимание: Остатки воска удаляйте с помощью косметического масла. Не используйте водорастворимые  и спиртосодержащие средства!</p>";https://ir.ozone.ru/s3/multimedia-q/wc1000/6071353970.jpg;;;;;;;Восковые полоски;;Deep depil;Россия;Коробка;;Лицо;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.ozon.ru/product/voskovye-poloski-dlya-udaleniya-volos-s-litsa-gipoallergennye-aloe-avokado-soucho-24-poloski-303796658;Красота и здоровье|Уход за лицом|Восковые полоски|4HEALTH;4HEALTH;303796658;Восковые полоски для удаления волос с лица, гипоаллергенные алоэ + авокадо, Soucho, 24 полоски.;"<div><!----> <div class=""""><div class=""pl8"" style=""""><div class=""ra-a1"">Восковые полоски для лица с экстрактом алоэ и авокадо 100 % натуральные - идеально подходят для быстрого, эффективного и деликатного удаления нежелательных волос на лице. Задерживают рост новых волос. Увеличивают период между эпиляциями. Каждая следующая эпиляция пластинами проходит легче. Кожа остается гладкой и шелковистой. В состав восковых полосок входят натуральные, растительные ингредиенты, которые улучшают состояние эпидермиса. Процедура депиляции восковыми полосками состоит из следующих этапов: Разотрите полоску ладонями в течение нескольких секунд или положите её на тёплую батарею. Разделите ленты друг от друга и приложите одну из них к коже. Разотрите полоску по направлению роста волос. Одной рукой натяните кожу рядом с лентой, а другой снимите её резким движением против роста волос. Повторяйте процедуру столько раз, сколько необходимо, пока результат вас не удовлетворит. Удалите остатки воска ватным тампоном, смоченным в масле.</div></div> <!----> <!----></div> <!----></div>";<p>Воск</p><h3>Способ применения</h3><p>Ополосните место предполагаемой депиляции прохладной водой и тщательно высушите полотенцем. Разотрите восковые полоски между ладонями, разогревая их. Разделите полоски на две части и приклейте каждую на место предполагаемой депиляции. Разгладьте полоску и решительным движением ПРОТИВ роста волос снимите ее. Полоску можно использовать 2-3 раза. Остатки воска удалите салфеткой для ухода за кожей после депиляции.</p>;https://ir.ozone.ru/s3/multimedia-m/wc1000/6087363706.jpg;https://ir.ozone.ru/s3/multimedia-h/wc1000/6087363701.jpg;https://ir.ozone.ru/s3/multimedia-i/wc1000/6087363702.jpg;https://ir.ozone.ru/s3/multimedia-k/wc1000/6087363704.jpg;;;;Восковые полоски;;;Китай;;;Лицо;;;24;;;;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.ozon.ru/product/floresan-voskovye-poloski-dlya-depilyatsii-chuvstvitelnoy-kozhi-litsa-10-sht-892381205;Красота и здоровье|Уход за лицом|Восковые полоски|Floresan;Floresan;892381205;Floresan Восковые полоски для депиляции чувствительной кожи лица 10 шт;"<div><!----> <div class=""""><div class=""pl8"" style=""""><div class=""ra-a1"">Нежелательная растительность на лице доставляет женщинам массу неприятностей. Чаще всего волоски растут над верхней губой, но у некоторых они появляются на щеках и скуловой области. Новые восковые полоски предназначены для деликатного удаления нежелательных волос на таких нежных и чувствительных участках. Специально разработанная формула на основе натурального воска позволяет максимально бережно проводить процедуру депиляции. Экстракт василька, масло арганы и витамин Е, оказывают смягчающее и увлажняющее действие и придают коже ощущение гладкости шелковистости. После удаления волосков кожа на лице остается абсолютно гладкой до 4-х недель, а волосы растут медленнее, становятся тоньше и мягче.
На основе натурального воска
Удаляет даже самые короткие волоски
с маслом арганы и экстрактом василька

Гладкость кожи до 4-х недель
- без врастания
- без раздражения
- замедляет рост волос - факультативно
20 полосок, готовых к применению
</div></div> <!----> <!----></div> <!----></div>";"<p>Glyceryl Rosinate, Triethylene Glycol Rosinate, Paraffinum Liquidum, Hydrogenated Microcrystalline Wax, Argania Spinosa Kernel Oil (масло арганы), Centaurea Cyanus Flower Extract (экстракт василька), Chamomilla Recutita Extract (экстракт ромашки аптечной), Cera Alba (воск пчелиный), Tocopheryl Acetate (вуитамин Е)</p><h3>Способ применения</h3><p>1. Обезжирьте зону депиляции.
2. Подержите лист со склеенными между собой полосками несколько секунд между ладонями, чтобы подготовить воск.
3. Медленно отделить полоски друг от друга.
4. Нанести полоску на область депиляции, прижимая по направлению роста волос
5. Одним резким движением удалите полоску против направления роста волос.
Внимание: Остатки воска удаляйте с помощью косметического масла. Не используйте водорастворимые  и спиртосодержащие средства!
Не использовать на воспаленной и раздраженной коже!</p>";https://ir.ozone.ru/s3/multimedia-x/wc1000/6585553041.jpg;;;;;;;Восковые полоски;;;Россия;;;Лицо;;;1;;;;23;;;;;;;;;;;;;;;;;;;;;;;;"https://www.ozon.ru/product/floresan-voskovye-poloski-dlya-depilyatsii-unisex-s-ekstraktom-myaty-i-vitaminom-e-20-polosok-503710500/?asb=SD%2FWOuiJOM%2FQF4z5mVUMnz6yYbdGLcxbMTHhh5u7jFs%3D&asb2=_sBvJdELNRxEz_yzENu68QqxhHiMZCo1ak-V3msedIkaIw7IYQsj9IBl5fQsWKciV3h6QFv3y7CcsvuPaSh3LsuO_PPUJozi9BlmsM4Zq70&avtc=1&avte=2&avts=1683710322&from_sku=892381205&keywords=%27793289310&oos_search=false&reviewsFilters=eyJ3aXRoTWVkaWEiOnRydWV9&sh=2JECpq0GUg
https://www.ozon.ru/product/floresan-voskovye-poloski-dlya-depilyatsii-litsa-s-aloe-vera-deep-depil-20-polosok-493535555/?asb=SD%2FWOuiJOM%2FQF4z5mVUMnz6yYbdGLcxbMTHhh5u7jFs%3D&asb2=_sBvJdELNRxEz_yzENu68QqxhHiMZCo1ak-V3msedIkaIw7IYQsj9IBl5fQsWKciV3h6QFv3y7CcsvuPaSh3LsuO_PPUJozi9BlmsM4Zq70&avtc=1&avte=2&avts=1683710322&from_sku=892381205&keywords=%27793289310&oos_search=false&reviewsFilters=eyJ3aXRoTWVkaWEiOnRydWV9&sh=2JECpq0GUg
https://www.ozon.ru/product/floresan-voskovye-poloski-dlya-depilyatsii-molodoy-kozhi-s-rozovym-maslom-i-vitaminom-e-20-polosok-473271699/?asb=SD%2FWOuiJOM%2FQF4z5mVUMnz6yYbdGLcxbMTHhh5u7jFs%3D&asb2=_sBvJdELNRxEz_yzENu68QqxhHiMZCo1ak-V3msedIkaIw7IYQsj9IBl5fQsWKciV3h6QFv3y7CcsvuPaSh3LsuO_PPUJozi9BlmsM4Zq70&avtc=1&avte=2&avts=1683710322&from_sku=892381205&keywords=%27793289310&oos_search=false&reviewsFilters=eyJ3aXRoTWVkaWEiOnRydWV9&sh=2JECpq0GUg
https://www.ozon.ru/product/floresan-voskovye-poloski-dlya-depilyatsii-oblasti-bikini-s-azulenom-i-vitaminom-e-20-polosok-487146783/?asb=SD%2FWOuiJOM%2FQF4z5mVUMnz6yYbdGLcxbMTHhh5u7jFs%3D&asb2=_sBvJdELNRxEz_yzENu68QqxhHiMZCo1ak-V3msedIkaIw7IYQsj9IBl5fQsWKciV3h6QFv3y7CcsvuPaSh3LsuO_PPUJozi9BlmsM4Zq70&avtc=1&avte=2&avts=1683710322&from_sku=892381205&keywords=%27793289310&oos_search=false&reviewsFilters=eyJ3aXRoTWVkaWEiOnRydWV9&sh=2JECpq0GUg
https://www.ozon.ru/product/floresan-voskovye-poloski-dlya-depilyatsii-oblasti-bikini-i-podmyshek-s-maslom-vinogradnyh-473344657/?asb=SD%2FWOuiJOM%2FQF4z5mVUMnz6yYbdGLcxbMTHhh5u7jFs%3D&asb2=_sBvJdELNRxEz_yzENu68QqxhHiMZCo1ak-V3msedIkaIw7IYQsj9IBl5fQsWKciV3h6QFv3y7CcsvuPaSh3LsuO_PPUJozi9BlmsM4Zq70&avtc=1&avte=2&avts=1683710322&from_sku=892381205&keywords=%27793289310&oos_search=false&reviewsFilters=eyJ3aXRoTWVkaWEiOnRydWV9&sh=2JECpq0GUg
https://www.ozon.ru/product/floresan-voskovye-poloski-dlya-depilyatsii-oblasti-bikini-i-podmyshek-s-maslom-vinogradnyh-473344657/?asb=SD%2FWOuiJOM%2FQF4z5mVUMnz6yYbdGLcxbMTHhh5u7jFs%3D&asb2=_sBvJdELNRxEz_yzENu68QqxhHiMZCo1ak-V3msedIkaIw7IYQsj9IBl5fQsWKciV3h6QFv3y7CcsvuPaSh3LsuO_PPUJozi9BlmsM4Zq70&avtc=1&avte=2&avts=1683710322&from_sku=892381205&keywords=%27793289310&oos_search=false&reviewsFilters=eyJ3aXRoTWVkaWEiOnRydWV9&sh=2JECpq0GUg
https://www.ozon.ru/product/floresan-voskovye-poloski-dlya-depilyatsii-chuvstvitelnoy-kozhi-litsa-10-sht-892381205/?asb=SD%2FWOuiJOM%2FQF4z5mVUMnz6yYbdGLcxbMTHhh5u7jFs%3D&asb2=_sBvJdELNRxEz_yzENu68QqxhHiMZCo1ak-V3msedIkaIw7IYQsj9IBl5fQsWKciV3h6QFv3y7CcsvuPaSh3LsuO_PPUJozi9BlmsM4Zq70&avtc=1&avte=2&avts=1683710322&from_sku=892381205&keywords=%27793289310&oos_search=false&reviewsFilters=eyJ3aXRoTWVkaWEiOnRydWV9&sh=2JECpq0GUg
https://www.ozon.ru/product/floresan-voskovye-poloski-dlya-depilyatsii-molodoy-kozhi-s-rozovym-maslom-i-vitaminom-e-20-polosok-473271699/?asb=SD%2FWOuiJOM%2FQF4z5mVUMnz6yYbdGLcxbMTHhh5u7jFs%3D&asb2=_sBvJdELNRxEz_yzENu68QqxhHiMZCo1ak-V3msedIkaIw7IYQsj9IBl5fQsWKciV3h6QFv3y7CcsvuPaSh3LsuO_PPUJozi9BlmsM4Zq70&avtc=1&avte=2&avts=1683710322&from_sku=892381205&keywords=%27793289310&oos_search=false&reviewsFilters=eyJ3aXRoTWVkaWEiOnRydWV9&sh=2JECpq0GUg";;;;;;;;;;;;;;;
https://www.ozon.ru/product/floresan-voskovye-poloski-dlya-depilyatsii-litsa-s-aloe-vera-deep-depil-20-polosok-907299838;Красота и здоровье|Уход за лицом|Восковые полоски|Floresan;Floresan;907299838;Floresan Восковые полоски для депиляции лица с Алоэ вера, Deep depil, 20 полосок;"<div><!----> <div class=""""><div class=""pl8"" style=""""><div class=""ra-a1"">Восковые полоски для депиляции Deep Depil с экстрактом алоэ вера&nbsp; разработаны специально для быстрой и эффективной депиляции чувствительной кожи лица. Они просты в использовании и сделают Вашу кожу гладкой и шелковистой надолго. Специально разработанная формула воска на основе натуральных смол хвойных деревьев позволяет максимально эффективно удалять волоски разной длины, включая самые короткие. Экстракт алоэ вера и витамин Е способствуют увлажнению и восстановлению кожи после депиляции. Восковые полоски Deep Depil — гладкость и красота кожи надолго!</div></div> <!----> <!----></div> <!----></div>";"<p>Glyceryl Rosinate, Triethylene Glycol Rosinate, Paraffinum Liquidum, Hydrogenated Microcrystalline Wax, Aloe Barbadensis Extract (экстракт алоэ), Tocopheryl Acetate (витамин Е).</p><h3>Способ применения</h3><p>1. Обезжирьте зону депиляции.

2. Подержите лист со склеенными между собой полосками несколько секунд между ладонями, чтобы подготовить воск.

3. Медленно отделить полоски друг от друга.

4. Нанести полоску на область депиляции, прижимая по направлению роста волос.

5. Одним резким движением удалите полоску против направления роста волос.

Внимание: Остатки воска удаляйте с помощью косметического масла. Не используйте водорастворимые  и спиртосодержащие средства!</p>";https://ir.ozone.ru/s3/multimedia-k/wc1000/6588055748.jpg;https://ir.ozone.ru/s3/multimedia-n/wc1000/6599794811.jpg;https://ir.ozone.ru/s3/multimedia-8/wc1000/6588055736.jpg;;;;;Восковые полоски;;;Россия;Коробка;;Лицо;;;20;;;Натуральные экстракты;130;;;;;;;;;;;;;;;;;;;;;;;;"https://www.ozon.ru/product/floresan-voskovye-poloski-dlya-depilyatsii-litsa-s-aloe-vera-deep-depil-20-polosok-907299838/?asb=SD%2FWOuiJOM%2FQF4z5mVUMnz6yYbdGLcxbMTHhh5u7jFs%3D&asb2=_sBvJdELNRxEz_yzENu68QqxhHiMZCo1ak-V3msedIkaIw7IYQsj9IBl5fQsWKciV3h6QFv3y7CcsvuPaSh3LsuO_PPUJozi9BlmsM4Zq70&avtc=1&avte=2&avts=1683710322&from_sku=907299838&keywords=%27793289310&oos_search=false&reviewsFilters=eyJ3aXRoTWVkaWEiOnRydWV9&sh=2JECpq0GUg
https://www.ozon.ru/product/floresan-voskovye-poloski-dlya-depilyatsii-oblasti-bikini-i-podmyshek-deep-depil-20-polosok-759684714/?asb=SD%2FWOuiJOM%2FQF4z5mVUMnz6yYbdGLcxbMTHhh5u7jFs%3D&asb2=_sBvJdELNRxEz_yzENu68QqxhHiMZCo1ak-V3msedIkaIw7IYQsj9IBl5fQsWKciV3h6QFv3y7CcsvuPaSh3LsuO_PPUJozi9BlmsM4Zq70&avtc=1&avte=2&avts=1683710322&from_sku=907299838&keywords=%27793289310&oos_search=false&reviewsFilters=eyJ3aXRoTWVkaWEiOnRydWV9&sh=2JECpq0GUg
https://www.ozon.ru/product/floresan-voskovye-poloski-dlya-depilyatsii-oblasti-bikini-i-podmyshek-deep-depil-20-polosok-906247830/?asb=SD%2FWOuiJOM%2FQF4z5mVUMnz6yYbdGLcxbMTHhh5u7jFs%3D&asb2=_sBvJdELNRxEz_yzENu68QqxhHiMZCo1ak-V3msedIkaIw7IYQsj9IBl5fQsWKciV3h6QFv3y7CcsvuPaSh3LsuO_PPUJozi9BlmsM4Zq70&avtc=1&avte=2&avts=1683710322&from_sku=907299838&keywords=%27793289310&oos_search=false&reviewsFilters=eyJ3aXRoTWVkaWEiOnRydWV9&sh=2JECpq0GUg
https://www.ozon.ru/product/floresan-voskovye-poloski-dlya-depilyatsii-chuvstvitelnoy-kozhi-litsa-deep-depil-20-polosok-759685740/?asb=SD%2FWOuiJOM%2FQF4z5mVUMnz6yYbdGLcxbMTHhh5u7jFs%3D&asb2=_sBvJdELNRxEz_yzENu68QqxhHiMZCo1ak-V3msedIkaIw7IYQsj9IBl5fQsWKciV3h6QFv3y7CcsvuPaSh3LsuO_PPUJozi9BlmsM4Zq70&avtc=1&avte=2&avts=1683710322&from_sku=907299838&keywords=%27793289310&oos_search=false&reviewsFilters=eyJ3aXRoTWVkaWEiOnRydWV9&sh=2JECpq0GUg
https://www.ozon.ru/product/floresan-voskovye-poloski-dlya-depilyatsii-chuvstvitelnoy-kozhi-litsa-skulovoy-oblasti-i-shchek-906162338/?asb=SD%2FWOuiJOM%2FQF4z5mVUMnz6yYbdGLcxbMTHhh5u7jFs%3D&asb2=_sBvJdELNRxEz_yzENu68QqxhHiMZCo1ak-V3msedIkaIw7IYQsj9IBl5fQsWKciV3h6QFv3y7CcsvuPaSh3LsuO_PPUJozi9BlmsM4Zq70&avtc=1&avte=2&avts=1683710322&from_sku=907299838&keywords=%27793289310&oos_search=false&reviewsFilters=eyJ3aXRoTWVkaWEiOnRydWV9&sh=2JECpq0GUg";;;;;;;;;;;;;;;
